                                                                    title                                                                    |                                                        override_title                                                        |                                                                                                                                                  basis                                                                                                                                                   |                                                                                                                    conclusion                                                                                                                     |       source        |                                ref                                | category 
 제어회로 및 안전회로 입력값                                                                                                                 |                                                                                                                              | <div> ‣ 제어회로 및 안전회로 입력값</div><div>- 직류전압 평균값과 교류전압 실효값 중 입력값 정의</div><div><br></div>[별표1] 13.1.4, [별표3] 5.11.1.5                                                                                                                                                   +| ‣ 정기검사 시 전산 미입력                                                                                                                                                                                                                        +| 2016년 제2차 표준화 | [별표1] 13.1.4, [별표3] 5.11.1.5, [별표3] 5.11.1.4                | 기타
                                                                                                                                             |                                                                                                                              | 『제어회로 및 안전회로의 경우, 전도체와 전도체 사이 또는 전도체와 접지 사이의 직류 전압 평균값 및 교류 전압 실효값은 250V 이하이어야 한다.』<div><br></div><div>[별표3] 5.11.1.4                                                                                                                        +|   (현장측정 불가에 따라 기술서류 항목으로 분류하여 정량항목에서 정성항목으로 변경, 전산수정완료)                                                                                                                                                  |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『전도체와 전도체, 전도체와 대지사이의 절연저항은 1,000 [Ω/V] 이상이어야 한다.』</div>                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                   |                     |                                                                   | 
 에스컬레이터(무빙워크) 틈새                                                                                                                 |                                                                                                                              |  ‣ 에스컬레이터(무빙워크) 틈새                                                                                                                                                                                                                                                                          +| ▸ 테이퍼형 틈새게이지로 측정[단위 : mm]                                                                                                                                                                                                          +| 2016년 제2차 표준화 | [별표 3] 5.3.4, 5.5.5, 5.7.3.3                                    | 기타
                                                                                                                                             |                                                                                                                              |   - 수평주행구간 단차, 스커트, 콤 틈새 등의 측정 단위<div><br></div><div>[별표 3]                                                                                                                                                                                                                       +|   ※ 에스컬레이터(무빙워크)용 틈새 측정장비 없음(스커트디플렉터의 적합 여부 판단 지그만 있음)                                                                                                                                                      |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 5.3.4 『스텝,팔레트 및 벨트 가이드』                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                                                                   |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 5.5.5 『스텝,팔레트 또는 벨트와 스커트 사이의 틈새』                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                                                                   |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 5.7.3.3 『콤이 홈에 맞물리는 깊이』</div>                                                                                                                                                                                                                                                                |                                                                                                                                                                                                                                                   |                     |                                                                   | 
  카 및 승강장문 운동에너지 입력                                                                                                             |                                                                                                                              | ‣ 카 및 승강장문 운동에너지 입력                                                                                                                                                                                                                                                                        +| ‣ 카 및 승강장문 운동에너지 입력<div><br></div><div>‣ 운동에너지 지그 측정시                                                                                                                                                                     +| 2016년 제2차 표준화 | [별표 1,2,5] 7.5.2.1.1.2, 8.7.2.1.1.2                             | 카 내
                                                                                                                                             |                                                                                                                              |  - 스마트워크 내 운동에너지(계산) 필드와 운동에너지(측정) 필드의 입력방법<div><br></div><div>[별표 1,2,5] 7.5.2.1.1.2, 8.7.2.1.1.2                                                                                                                                                                      +|   - 운동에너지(측정) 필드: 입력(1번)                                                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 카 및 승강장문 운동에너지                                                                                                                                                                                                                                                                               +|   - 운동에너지(계산) 필드: 공란(2번)                                                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『승강장문 및 문에 견고하게 연결된 기계부품의 운동에너지는 평균 닫힘 속도에서 계산되거나 측정되어 10 J 이하이어야 한다.』</div>                                                                                                                                                                          | ‣ 운동에너지 계산공식 적용시                                                                                                                                                                                                                     +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |   - 운동에너지(측정) 필드: 공란(1번)                                                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |   - 운동에너지(계산) 필드: 입력(2번)</div><div><br></div><div>‣ 장비부족으로 미사용 시 1번(계산)으로 적용                                                                                                                                        +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ※ 제1차 검사 신뢰도 제고를 위한 검사업무 표준화 안내 ‘승강기 검사방법’ 11번 참조</div>                                                                                                                                                            |                     |                                                                   | 
 균형추 칸막이 폭 입력                                                                                                                       |                                                                                                                              | [별표 1] 5.6.1                                                                                                                                                                                                                                                                                          +| ‣ 균형추 칸막이 폭은 균형추(평형추) 폭에 각각 0.1 m를 더한 값 이상(그림1)이어야 하나 균형추(평형추) 폭 이상으로 칸막이 보호되더라도 적용 가능                                                                                                    +| 2016년 제2차 표준화 | [별표 1] 5.6.1                                                    | 피트
                                                                                                                                             |                                                                                                                              | 『균형추 또는 평형추의 주행구간은 엘리베이터 피트 바닥으로부터 0.3 m 이하(균형체인ㆍ로프 간섭 등 부득이한 경우에는 완충기의 최저 이동 높이 이하로 한다)부터 2.0 m 이상의 높이까지 연장된 견고한 칸막이로 보호되어야 한다.칸막이의 폭은 균형추 또는 평형추의 폭에 각각 0.1 m를 더한 값 이상이어야 한다.』 | ‣ 균형추 칸막이 폭은 전체 폭을 측정하여 입력(그림2)                                                                                                                                                                                               |                     |                                                                   | 
 완성 및 수시검사 접수 시 제조사 확인                                                                                                        |                                                                                                                              | ‣ 제조사는 제조업 면허를 보유하여야 함                                                                                                                                                                                                                                                                  +| ‣ 완성 또는 전면교체 수시검사 접수 시 제조사의 제조업 면허 확인 필수                                                                                                                                                                             +| 2016년 제2차 표준화 |                                                                   | 기타
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |   ※ 기술서류시스템(KETF)에서 제조업 면허가 없는 회사로 가입 및 검사신청 가능하여 무허가 업체 제조사로 등록가능                                                                                                                                   +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                  +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ‣ 확인방법 : 승강기전산시스템(Web) 검색                                                                                                                                                                                                          +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ‣ 필드위치 : 기준정보관리/업체관리/업체원장관리(업체코드 앞자리 “9 -” 로 시작)/업체기본사항에서 “제조허가여부” 확인                                                                                                                              +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ‣ 조치사항 : 제조업 면허가 없는 경우 “반려” 처리                                                                                                                                                                                                 +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                   |                     |                                                                   | 
 기계실 출입문 등이 외기에 있는 경우 빗물이 침투하지 않도록 설치(변경)                                                                       |                                                                                                                              | <div style="letter-spacing: -0.13px;">[별표 1,2] 6.3.4.3                                                                                                                                                                                                                                                +| ‣ 출입문이 외기에 접하는 경우 캐노피 등 빗물 유입                                                                                                                                                                                                +| 2016년 제2차 표준화 | [별표 1,2] 6.3.4.3                                                | 기계실
                                                                                                                                             |                                                                                                                              | </div><span style="letter-spacing: -0.13px;">외기의 기계실 출입문                                                                                                                                                                                                                                       +| 방지장치 설치                                                                                                                                                                                                                                    +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『출입문이 외기에 접하는 경우에는 빗물이 침입하지 않는 구조이어야 한다.』</span>                                                                                                                                                                                                                         | ‣ 캐노피는 기계실 출입문의 폭과 높이(0.7m x 1.8m) 이상                                                                                                                                                                                           +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | 확보                                                                                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ‣ 제어반이 외기에 있을 경우 <span style="color: rgb(12, 68, 124);">캐노피 공간(0.5x2.0m)</span> 및                                                                                                                                               +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | 제어반 작업구역(0.5m×0.7m)이상 확보                                                                                                                                                                                                               |                     |                                                                   | 
  구동기 공간으로 접근통로 계단에 난간 설치(변경)                                                                                            |                                                                                                                              | <span style="letter-spacing: -0.13px;">[별표 1,2,5] 6.2.2                                                                                                                                                                                                                                               +| ‣ 기계실이 있는 경우(MR), 최상층 승강장에서 기계실까지 가는 통로 계단에 난간 설치                                                                                                                                                                +| 2016년 제2차 표준화 | [별표 1,2,5] 6.2.2                                                | 기계실
                                                                                                                                             |                                                                                                                              | 구동기 공간 접근 통로                                                                                                                                                                                                                                                                                   +| ‣ 승강로 내부 구동기의 경우(MRL), 구동기 공간[<span style="color: rgb(12, 68, 124);">점검문 (구동기 층 승강장문 등)</span> 또는 승강장 제어반]까지의 통로 계단에 난간 설치                                                                       +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『구동기 공간 및 풀리 공간에 사람이 안전하게 출입할 수 있는 계단 등의 통로가 있어야 한다. 계단을 포함한 통로는 출입문의 폭과 높이 이상이어야 하며, 계단에는 높이 0.85 m 이상의 견고한 난간이 설치되어야 한다.』</span>                                                                                   |                                                                                                                                                                                                                                                  +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ※ 건축법에 따라 난간이 설치되는 곳은 검사 제외. 예) 옥상으로 가는 계단 등                                                                                                                                                                        +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | * 「건축물의 피난·방화구조 등의 기준에 관한 규칙」 제15조에는 건축물의 난간설치 의무화                                                                                                                                                            |                     |                                                                   | 
 비상운전 및 작동시험을 위한 패널의 조명 및 스위치 설치(변경)                                                                                |                                                                                                                              | <div style="letter-spacing: -0.13px;">비상 및 작동시험을 위한 패널 의 조명장치 『패널에 설치되어 있는 장치를 50 lx 이상으로 비출 수 있는 영구적인 전기 조명이 설치되어야 한다. 패널...의 조명을 점멸할 수 있어야 한다.』</div>                                                                           | ‣ 승강장에 설치된 비상운전 및 작동시험을 위한 <span style="color: rgb(12, 68, 124);">패널은 50 lx 이상의 조도</span>를 확보하여야 함                                                                                                             +| 2016년 제2차 표준화 | [별표 1] 6.6.3                                                    | 기계실
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          | ‣ 조명장치는 패널 근처에서 조작할 수 있어야 하며, 센서등 설치 부적합                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                   |                     |                                                                   | 
 회전체(권상도르래, 풀리 및 스프라켓 등)의 보호수단 설치(변경)                                                                               |                                                                                                                              | <span style="letter-spacing: -0.13px;">[별표 1] 9.7, [별표 5] 9.6                                                                                                                                                                                                                                       +| ‣ 회전체, 로프와 <span style="color: rgb(12, 68, 124);">도르래(주도르래, 보조도르래 등)간 인체 끼임 방지수단(도르래 커버) 설치</span>                                                                                                            +| 2016년 제2차 표준화 | [별표 1] 9.7, [별표 5] 9.6                                        | 기계실
                                                                                                                                             |                                                                                                                              | 권상도르래/풀리/스프라켓의                                                                                                                                                                                                                                                                              +| ‣ 다만, 도르래 측면에 대한 보호조치가 없을 경우 권고                                                                                                                                                                                             +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 보호수단                                                                                                                                                                                                                                                                                                +| ‣ 로프 이탈방지수단 설치                                                                                                                                                                                                                         +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『가) 인체의 부상                                                                                                                                                                                                                                                                                       +| (도르래 깊이, 턱, 이탈방지봉 등)                                                                                                                                                                                                                  |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |  나) 로프/체인이 느슨해질 경우, 로프/체인이 풀리/스프라켓에서 벗어남                                                                                                                                                                                                                                    +|                                                                                                                                                                                                                                                   |                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |  다) 로프와 풀리/체인과 스프라켓 사이에 물체의 유입』</span>                                                                                                                                                                                                                                             |                                                                                                                                                                                                                                                   |                     |                                                                   | 
 의도하지 않은 움직임에 대한 보호조치(UCMP)의 현장 측정(변경)                                                                                |                                                                                                                              | <span style="letter-spacing: -0.13px;">[별표 1] 9.11.5                                                                                                                                                                                                                                                  +| ▸측정 가능한 제품(로프브레이크 등)의 경우 측정하고 시험이 불가한 경우 조건부합격 처리                                                                                                                                                            +| 2016년 제2차 표준화 | [별표 1] 9.11.5                                                   | 기타
                                                                                                                                             |                                                                                                                              | 개문출발방지수단의 정지거리                                                                                                                                                                                                                                                                             +| <span style="color: rgb(12, 68, 124);">▸측정 불가능한 제품(이중브레이크 등)의 경우- UCMP 적용 현장                                                                                                                                               +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              | 『이 수단은 다음과 같은 거리에서 카를 정지시켜야 한다.- 카의 의도되지 않은 움직임이 감지되는 경우,                                                                                                                                                                                                      +| ➡ UCMP 안전성평가 서류로 대체                                                                                                                                                                                                                    +|                     |                                                                   | 
                                                                                                                                             |                                                                                                                              |   승강장... 1.2 m 이하..                                                                                                                                                                                                                                                                                +| ※ 별도의 정지거리 성적서 불필요- UCMP 적용 제외 현장                                                                                                                                                                                             +|                     |                                                                   | 
